carat,cut,color,clarity,depth,table,x,y,z,price
0.93,Very Good,G,SI2,62.9,56.0,6.2,6.23,3.91,4163
0.33,Very Good,E,SI1,62.7,56.0,4.39,4.45,2.77,579
0.33,Very Good,E,SI1,60.7,57.0,4.43,4.47,2.7,579
0.33,Very Good,G,VS2,60.9,56.0,4.46,4.5,2.73,579
0.33,Very Good,G,VS2,62.0,58.0,4.42,4.45,2.75,579
0.33,Very Good,G,VS2,59.3,61.0,4.49,4.51,2.67,579
0.33,Very Good,E,SI1,59.1,58.0,4.51,4.56,2.68,579
0.33,Very Good,G,VS2,60.8,62.0,4.42,4.46,2.7,579
0.33,Very Good,G,VS2,61.1,59.0,4.43,4.47,2.72,579
0.33,Very Good,H,VS1,60.0,61.0,4.48,4.52,2.7,579
0.9,Very Good,E,SI1,61.3,57.0,6.24,6.29,3.84,4165
0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
0.9,Very Good,E,SI1,61.8,59.0,6.11,6.16,3.79,4165
1.01,Very Good,I,SI1,62.9,58.0,6.34,6.37,4.0,4166
1.01,Very Good,H,SI2,58.8,58.0,6.57,6.62,3.88,4166
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4167
0.92,Very Good,D,SI2,62.4,60.0,6.21,6.25,3.89,4168
1.11,Very Good,I,SI2,62.6,55.0,6.65,6.71,4.18,4168
1.11,Very Good,E,SI2,60.0,61.0,6.66,6.71,4.01,4170
0.7,Very Good,E,VVS1,61.6,61.0,5.7,5.73,3.52,4171
1.01,Very Good,I,SI2,62.9,55.0,6.37,6.42,4.02,4171
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,4172
0.9,Very Good,H,VS2,62.7,59.0,6.11,6.17,3.85,4173
1.14,Very Good,J,SI1,63.3,55.0,6.6,6.67,4.2,4173
0.92,Very Good,H,VS2,63.4,57.0,6.17,6.11,3.89,4173
0.92,Very Good,H,VS2,63.1,57.0,6.2,6.17,3.9,4173
1.04,Very Good,I,SI1,62.5,62.0,6.39,6.45,4.01,4175
1.01,Very Good,G,SI2,62.9,56.0,6.36,6.39,4.01,4176
1.11,Very Good,E,SI2,61.7,63.0,6.65,6.54,4.07,4177
1.04,Very Good,F,SI2,62.3,58.0,6.44,6.5,4.03,4181
1.0,Very Good,E,SI2,63.7,60.0,6.24,6.32,4.0,4181
0.9,Very Good,G,VS2,62.4,60.0,6.07,6.11,3.8,4182
0.92,Very Good,E,SI1,63.2,58.0,6.18,6.16,3.9,4183
1.01,Very Good,H,SI2,58.9,60.0,6.62,6.58,3.89,4185
1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,4185
1.01,Very Good,G,SI1,63.3,57.0,6.37,6.35,4.02,4185
0.9,Very Good,H,VVS2,62.9,58.0,6.1,6.15,3.85,4186
0.9,Very Good,F,VS2,61.2,59.0,6.2,6.26,3.81,4186
0.96,Very Good,E,SI2,62.6,60.0,6.26,6.32,3.94,4186
1.01,Very Good,I,SI1,59.7,60.0,6.49,6.55,3.89,4186
0.96,Very Good,I,VS2,59.6,59.0,6.36,6.42,3.81,4187
1.01,Very Good,F,SI2,62.4,58.0,6.37,6.42,3.99,4187
0.9,Very Good,D,SI1,63.4,53.0,6.1,6.17,3.89,4187
0.91,Very Good,E,SI1,63.7,59.0,6.13,6.17,3.92,4188
0.91,Very Good,F,SI1,63.1,60.0,6.13,6.17,3.88,4188
1.01,Very Good,I,SI1,63.6,58.0,6.31,6.36,4.03,4189
1.04,Very Good,I,SI1,64.1,57.0,6.35,6.38,4.08,4190
0.86,Very Good,D,VS2,62.8,55.0,6.07,6.13,3.83,4191
1.21,Very Good,J,VS2,62.4,58.0,6.79,6.83,4.25,4191
0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4191
0.91,Very Good,E,SI1,58.8,59.0,6.34,6.39,3.74,4191
1.01,Very Good,H,SI1,63.4,58.0,6.41,6.37,4.05,4191
1.1,Very Good,I,SI2,62.6,59.0,6.53,6.57,4.1,4192
1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,4193
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4193
0.95,Very Good,G,SI2,62.6,58.0,6.17,6.23,3.88,4194
1.01,Very Good,J,SI1,63.0,54.0,6.35,6.41,4.02,4194
1.13,Very Good,I,SI2,59.9,57.0,6.76,6.8,4.06,4195
1.0,Very Good,G,SI2,60.0,62.0,6.45,6.48,3.88,4195
1.06,Very Good,I,SI1,62.7,56.0,6.46,6.5,4.06,4197
1.05,Very Good,J,SI1,62.5,58.0,6.47,6.52,4.06,4199
1.25,Very Good,H,SI2,63.2,60.0,6.87,6.81,4.32,4199
1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,4200
1.04,Very Good,G,SI2,62.9,58.0,6.43,6.47,4.06,4200
1.0,Very Good,H,SI2,63.3,57.0,6.37,6.3,4.01,4200
1.0,Very Good,I,SI1,63.3,58.0,6.34,6.3,4.0,4200
0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4201
1.07,Very Good,G,SI2,58.5,61.0,6.59,6.71,3.89,4201
1.07,Very Good,G,SI2,59.9,59.0,6.61,6.67,3.98,4201
0.91,Very Good,H,VS2,59.9,62.0,6.26,6.33,3.77,4201
0.91,Very Good,H,VS2,62.8,58.0,6.15,6.17,3.87,4201
0.9,Very Good,E,SI1,62.1,59.0,6.13,6.17,3.82,4201
1.1,Very Good,I,SI2,60.5,59.0,6.65,6.71,4.04,4202
1.11,Very Good,I,SI2,61.1,58.0,6.63,6.69,4.07,4202
0.84,Very Good,D,SI1,59.9,54.0,6.2,6.23,3.72,4205
1.13,Very Good,J,VS2,62.0,59.0,6.62,6.66,4.12,4206
1.0,Very Good,G,SI2,62.8,57.0,6.31,6.37,3.98,4207
1.02,Very Good,F,SI2,60.0,60.0,6.53,6.57,3.93,4207
1.01,Very Good,I,SI1,60.9,59.0,6.39,6.45,3.91,4207
1.01,Very Good,H,VS2,63.1,62.0,6.18,6.15,3.89,4208
0.91,Very Good,G,VS1,63.2,58.0,6.15,6.07,3.86,4209
0.91,Very Good,G,VS1,63.4,54.0,6.24,6.07,3.9,4209
0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4210
0.9,Very Good,G,VS2,61.0,60.0,6.21,6.24,3.8,4210
0.85,Very Good,D,VS2,61.8,56.0,6.06,6.08,3.75,4211
0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76,4211
0.91,Very Good,E,SI1,61.9,61.0,6.1,6.12,3.78,4211
0.91,Very Good,E,SI1,62.4,57.0,6.11,6.23,3.85,4211
1.01,Very Good,I,SI1,62.7,56.0,6.36,6.43,4.01,4212
0.79,Very Good,D,VS1,62.4,60.0,5.86,5.88,3.66,4213
0.93,Very Good,D,SI2,60.6,59.0,6.3,6.34,3.83,4214
0.93,Very Good,D,SI2,62.6,57.0,6.2,6.26,3.9,4214
1.1,Very Good,J,SI2,61.9,55.0,6.59,6.63,4.09,4217
1.0,Very Good,G,SI1,58.6,63.0,6.56,6.58,3.85,4218
1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218
0.96,Very Good,F,SI2,59.8,59.0,6.38,6.45,3.84,4218
0.97,Very Good,F,SI2,62.9,57.0,6.28,6.31,3.96,4223
0.33,Very Good,G,VS2,59.4,61.0,4.49,4.53,2.68,579
0.33,Very Good,E,SI1,63.0,54.0,4.38,4.42,2.77,579
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,579
0.33,Very Good,H,VS1,59.7,59.0,4.52,4.53,2.7,579
0.33,Very Good,I,VVS2,62.1,56.0,4.41,4.45,2.75,579
0.33,Very Good,H,VS1,60.2,62.0,4.44,4.47,2.68,579
0.33,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,579
0.33,Very Good,H,VS1,62.9,59.0,4.35,4.4,2.75,579
0.33,Very Good,G,VS2,62.8,54.0,4.4,4.42,2.77,579
0.33,Very Good,G,VS2,62.6,58.0,4.36,4.4,2.74,579
0.33,Very Good,G,VS2,62.6,56.0,4.38,4.41,2.75,579
0.33,Very Good,E,SI1,60.6,60.0,4.41,4.44,2.68,579
1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4224
0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9,4224
0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,4228
0.92,Very Good,H,VS1,61.0,62.0,6.26,6.32,3.84,4228
0.92,Very Good,H,VS1,62.9,58.0,6.17,6.2,3.89,4228
0.92,Very Good,H,VS1,61.7,62.0,6.2,6.12,3.8,4228
1.01,Very Good,G,SI2,63.3,56.0,6.26,6.33,3.99,4228
1.02,Very Good,H,SI2,62.6,60.0,6.3,6.38,3.97,4229
0.9,Very Good,F,SI1,63.0,60.0,6.09,6.13,3.85,4232
0.92,Very Good,E,SI1,60.7,59.0,6.25,6.28,3.8,4232
1.2,Very Good,J,VS2,63.1,56.0,6.77,6.71,4.25,4232
0.78,Very Good,D,VS1,60.5,55.0,6.0,6.03,3.64,4234
0.9,Very Good,H,VS1,63.5,59.0,6.13,6.1,3.88,4234
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4234
1.1,Very Good,I,SI1,60.4,61.0,6.69,6.73,4.05,4235
1.07,Very Good,I,SI1,60.7,61.0,6.55,6.6,3.99,4237
0.91,Very Good,D,SI1,61.5,59.0,6.18,6.25,3.82,4239
0.9,Very Good,E,SI1,61.5,62.0,6.15,6.2,3.8,4239
0.7,Very Good,E,VVS2,61.7,57.0,5.68,5.71,3.51,4240
1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4241
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4241
1.02,Very Good,F,SI2,60.3,59.0,6.5,6.53,3.93,4241
1.05,Very Good,G,SI2,61.6,60.0,6.49,6.56,4.02,4241
1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,4242
1.01,Very Good,I,SI1,61.2,59.0,6.34,6.44,3.92,4243
0.7,Very Good,D,VVS1,62.7,54.0,5.67,5.71,3.57,4244
1.04,Very Good,F,SI2,62.8,55.0,6.41,6.48,4.05,4244
1.09,Very Good,D,SI2,59.2,63.0,6.67,6.71,3.96,4244
1.01,Very Good,I,SI2,63.5,57.0,6.35,6.37,4.04,4244
1.01,Very Good,E,SI2,63.3,58.0,6.36,6.3,4.01,4244
0.96,Very Good,G,SI1,63.2,57.0,6.27,6.23,3.95,4247
1.01,Very Good,G,SI2,61.0,58.0,6.43,6.48,3.94,4249
1.01,Very Good,G,SI2,62.0,58.0,6.37,6.41,3.96,4249
1.01,Very Good,H,SI1,63.4,55.0,6.32,6.27,3.99,4249
1.15,Very Good,E,SI2,61.7,60.0,6.7,6.78,4.16,4250
1.04,Very Good,D,SI2,58.2,59.0,6.62,6.67,3.87,4252
1.02,Very Good,H,SI2,63.4,54.0,6.37,6.43,4.06,4252
0.91,Very Good,D,SI1,59.3,58.0,6.33,6.38,3.77,4253
0.92,Very Good,D,SI1,60.7,58.0,6.27,6.39,3.84,4253
0.92,Very Good,E,SI1,63.0,57.0,6.17,6.21,3.9,4254
0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,4255
1.0,Very Good,F,SI2,62.9,56.0,6.36,6.42,4.02,4255
1.0,Very Good,F,SI2,59.9,61.0,6.42,6.46,3.86,4255
1.06,Very Good,I,SI1,62.8,56.0,6.47,6.52,4.08,4255
1.0,Very Good,F,SI2,61.6,62.0,6.3,6.37,3.9,4255
0.93,Very Good,F,SI1,59.8,58.0,6.32,6.39,3.8,4256
0.9,Very Good,H,VS2,63.6,58.0,6.1,6.14,3.89,4258
0.84,Very Good,G,VVS2,60.4,55.0,6.07,6.12,3.68,4259
1.01,Very Good,D,SI2,60.8,61.0,6.45,6.5,3.94,4260
1.01,Very Good,D,SI2,59.8,57.0,6.51,6.57,3.91,4260
1.01,Very Good,D,SI2,58.9,56.0,6.55,6.59,3.87,4260
1.01,Very Good,D,SI2,61.8,57.0,6.42,6.47,3.98,4260
1.01,Very Good,J,VS1,61.3,57.0,6.43,6.5,3.96,4262
1.01,Very Good,H,SI2,61.5,62.0,6.35,6.44,3.93,4262
0.8,Very Good,E,VS2,61.6,57.0,5.95,5.97,3.67,4263
0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
1.06,Very Good,I,SI1,60.4,59.0,6.56,6.61,3.98,4267
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,4268
1.03,Very Good,H,SI2,62.3,57.0,6.43,6.48,4.02,4268
0.9,Very Good,G,VS2,61.9,56.0,6.17,6.23,3.84,4269
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4269
0.9,Very Good,G,VS2,60.9,59.0,6.18,6.24,3.78,4269
1.0,Very Good,F,SI2,63.3,58.0,6.26,6.29,3.97,4269
1.01,Very Good,F,SI2,63.4,54.0,6.42,6.39,4.06,4270
1.01,Very Good,E,SI2,63.3,57.0,6.39,6.31,4.02,4270
1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92,4271
1.11,Very Good,I,SI1,61.9,59.0,6.58,6.64,4.09,4273
1.0,Very Good,H,SI2,59.7,58.0,6.48,6.55,3.89,4273
1.2,Very Good,F,SI2,63.3,59.0,6.7,6.66,4.23,4274
0.9,Very Good,G,VS2,58.4,61.0,6.33,6.38,3.71,4276
1.1,Very Good,H,SI1,63.0,58.0,6.53,6.59,4.13,4276
1.1,Very Good,H,SI1,62.1,58.0,6.59,6.61,4.1,4276
1.08,Very Good,I,SI1,60.5,60.0,6.61,6.67,4.02,4276
0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68,581
0.3,Very Good,H,VVS2,62.0,59.0,4.27,4.34,2.67,581
0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581
0.38,Very Good,I,SI1,60.2,60.0,4.65,4.68,2.81,581
0.91,Very Good,F,SI1,59.7,55.0,6.33,6.36,3.79,4279
0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4281
1.05,Very Good,E,SI2,63.2,59.0,6.43,6.36,4.04,4281
1.13,Very Good,F,SI2,62.3,59.0,6.65,6.68,4.15,4282
1.03,Very Good,F,SI1,62.5,59.0,6.41,6.45,4.02,4282
1.11,Very Good,J,VS2,61.8,56.0,6.59,6.64,4.09,4283
1.1,Very Good,J,SI2,61.8,58.0,6.6,6.63,4.09,4283
1.03,Very Good,H,SI2,62.8,59.0,6.4,6.43,4.03,4283
0.91,Very Good,E,SI1,62.1,60.0,6.21,6.25,3.87,4284
1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,4284
1.02,Very Good,H,SI2,63.1,59.0,6.43,6.37,4.04,4284
1.02,Very Good,E,SI2,58.7,63.0,6.61,6.55,3.86,4286
0.9,Very Good,E,SI1,62.9,56.0,6.09,6.12,3.84,4286
0.9,Very Good,E,SI2,59.9,57.0,6.25,6.34,3.77,4288
0.91,Very Good,E,SI1,63.9,57.0,6.05,6.12,3.89,4289
0.9,Very Good,D,SI1,62.1,60.0,6.11,6.19,3.82,4289
1.04,Very Good,I,SI1,62.0,57.0,6.47,6.5,4.02,4290
1.02,Very Good,G,SI2,62.9,59.0,6.38,6.4,4.02,4291
1.02,Very Good,G,SI2,61.6,61.0,6.46,6.47,3.98,4291
0.9,Very Good,D,SI1,61.8,59.0,6.13,6.16,3.8,4291
1.03,Very Good,J,VS1,63.4,58.0,6.36,6.42,4.05,4292
1.05,Very Good,I,SI1,63.5,58.0,6.46,6.43,4.09,4292
0.85,Very Good,F,VS1,62.0,55.0,6.08,6.14,3.78,4293
1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26,4294
1.01,Very Good,J,SI1,62.2,57.0,6.35,6.39,3.96,4295
1.0,Very Good,D,SI2,61.5,63.0,6.32,6.27,3.87,4295
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295
1.0,Very Good,G,SI1,63.1,56.0,6.41,6.31,4.01,4295
1.0,Very Good,D,SI2,63.3,60.0,6.29,6.19,3.95,4295
0.9,Very Good,G,VS2,60.5,60.0,6.2,6.24,3.76,4296
0.9,Very Good,G,VS1,62.4,58.0,6.14,6.16,3.84,4297
1.01,Very Good,F,SI2,61.8,56.0,6.43,6.38,3.96,4298
1.01,Very Good,E,SI2,63.4,59.0,6.32,6.26,3.99,4299
1.01,Very Good,F,SI2,63.2,58.0,6.43,6.3,4.02,4299
1.01,Very Good,F,SI2,63.3,57.0,6.39,6.37,4.04,4299
1.2,Very Good,I,SI1,63.1,61.0,6.65,6.58,4.18,4301
0.91,Very Good,D,SI1,62.8,57.0,6.12,6.17,3.86,4303
1.02,Very Good,H,SI2,59.7,58.0,6.53,6.57,3.91,4303
0.77,Very Good,F,VVS1,61.1,57.0,5.91,5.94,3.62,4304
0.93,Very Good,E,SI1,62.8,56.0,6.19,6.24,3.9,4304
0.8,Very Good,E,VVS2,62.9,59.0,5.88,5.95,3.72,4304
1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,4304
0.9,Very Good,D,SI1,63.3,57.0,6.12,6.07,3.86,4304
0.9,Very Good,D,SI1,61.0,63.0,6.13,6.1,3.73,4304
0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4304
1.01,Very Good,H,SI1,62.5,58.0,6.35,6.38,3.98,4306
1.01,Very Good,H,SI1,62.3,57.0,6.36,6.42,3.98,4306
1.11,Very Good,E,SI2,62.3,58.0,6.64,6.68,4.15,4307
1.07,Very Good,I,SI1,61.8,60.0,6.52,6.56,4.04,4307
1.0,Very Good,E,SI2,62.5,59.0,6.31,6.37,3.96,4308
0.9,Very Good,G,VS2,63.1,56.0,6.14,6.04,3.84,4309
0.9,Very Good,H,VS1,62.9,58.0,6.06,6.12,3.83,4309
0.9,Very Good,H,VS1,62.1,59.0,6.09,6.14,3.8,4309
0.9,Very Good,G,VS2,63.3,54.0,6.19,6.11,3.89,4309
1.04,Very Good,H,SI1,63.2,57.0,6.45,6.4,4.06,4310
0.66,Very Good,D,VVS2,60.7,59.0,5.6,5.67,3.42,4311
1.0,Very Good,E,SI2,61.9,59.0,6.39,6.43,3.97,4311
1.0,Very Good,E,SI2,60.7,59.0,6.38,6.44,3.89,4311
1.0,Very Good,E,SI2,62.2,59.0,6.35,6.38,3.96,4312
1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23,4312
1.0,Very Good,E,SI2,60.6,61.0,6.39,6.44,3.89,4312
1.12,Very Good,I,SI1,60.6,60.0,6.73,6.77,4.09,4312
1.01,Very Good,I,SI1,63.1,57.0,6.32,6.36,4.0,4313
1.07,Very Good,E,SI1,60.4,63.0,6.67,6.6,4.01,4314
1.03,Very Good,G,SI2,63.0,57.0,6.4,6.42,4.04,4315
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4315
0.9,Very Good,E,SI1,62.6,61.0,6.06,6.11,3.81,4315
0.9,Very Good,E,SI1,63.0,56.0,6.11,6.15,3.86,4315
0.91,Very Good,G,VS2,59.5,58.0,6.26,6.34,3.75,4316
1.0,Very Good,H,SI2,61.7,55.0,6.4,6.46,3.97,4316
1.11,Very Good,J,SI1,62.4,57.7,6.57,6.64,4.12,4316
1.04,Very Good,H,SI1,63.1,58.0,6.43,6.37,4.04,4316
0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,4318
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4318
1.05,Very Good,G,SI2,63.2,54.0,6.52,6.49,4.11,4318
1.02,Very Good,F,SI2,63.0,58.0,6.37,6.43,4.03,4319
0.9,Very Good,G,SI1,62.4,59.0,6.1,6.15,3.82,4320
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4321
1.0,Very Good,E,SI2,59.8,58.0,6.47,6.53,3.89,4321
1.0,Very Good,E,SI2,59.6,59.0,6.48,6.51,3.87,4321
1.0,Very Good,E,SI2,63.9,57.0,6.24,6.27,4.0,4321
1.09,Very Good,D,SI2,59.2,63.0,6.71,6.67,3.96,4322
1.16,Very Good,J,VS2,63.7,56.0,6.63,6.68,4.24,4323
0.9,Very Good,H,VS1,62.2,57.0,6.1,6.15,3.81,4324
0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,4324
0.9,Very Good,H,VS1,62.2,59.0,6.14,6.18,3.83,4324
0.93,Very Good,E,SI2,60.5,57.0,6.32,6.37,3.84,4325
1.03,Very Good,H,SI1,58.6,61.0,6.6,6.64,3.88,4326
1.03,Very Good,E,SI2,60.7,63.0,6.48,6.44,3.92,4326
0.92,Very Good,D,SI2,61.6,58.0,6.19,6.22,3.82,4327
0.9,Very Good,H,VS2,62.3,59.0,6.1,6.17,3.82,4328
0.9,Very Good,H,VS1,62.5,58.0,6.08,6.14,3.82,4328
1.19,Very Good,J,SI2,63.4,56.8,6.7,6.79,4.27,4329
1.04,Very Good,H,SI2,60.2,60.0,6.52,6.57,3.94,4332
1.01,Very Good,F,SI2,62.2,58.0,6.33,6.38,3.95,4332
1.01,Very Good,F,SI2,62.1,58.0,6.35,6.41,3.96,4332
0.91,Very Good,F,SI2,62.5,58.0,6.1,6.16,3.83,4334
0.39,Very Good,G,SI2,62.7,54.0,4.64,4.71,2.93,581
0.25,Very Good,F,VVS2,61.2,55.0,4.1,4.14,2.52,583
0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,583
0.23,Very Good,F,VVS2,61.5,56.0,3.95,4.0,2.44,583
0.23,Very Good,F,VVS2,61.6,57.0,3.96,3.99,2.45,583
0.23,Very Good,F,VVS1,61.8,57.0,3.94,3.96,2.44,583
0.23,Very Good,F,VVS1,62.3,55.0,3.93,3.96,2.46,583
0.23,Very Good,F,VVS1,62.8,54.0,3.92,3.94,2.47,583
0.23,Very Good,E,VVS1,62.4,54.0,3.95,3.98,2.47,583
0.23,Very Good,E,VVS1,62.2,57.0,3.93,3.96,2.45,583
0.36,Very Good,H,VS2,61.0,55.0,4.62,4.66,2.83,583
1.01,Very Good,J,VS2,60.6,59.0,6.42,6.45,3.9,4337
1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,4338
0.72,Very Good,E,VVS1,60.8,58.0,5.79,5.83,3.53,4339
1.07,Very Good,G,SI2,64.6,60.0,6.35,6.4,4.12,4340
1.02,Very Good,H,SI2,62.6,57.0,6.42,6.46,4.03,4341
1.01,Very Good,J,SI1,61.9,58.0,6.36,6.4,3.95,4346
1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,4348
1.0,Very Good,D,SI2,62.3,56.0,6.33,6.39,3.96,4348
1.13,Very Good,I,VS2,61.6,57.0,6.73,6.78,4.16,4348
1.09,Very Good,H,SI2,60.9,57.0,6.64,6.69,4.06,4349
0.93,Very Good,H,VS2,62.8,59.0,6.13,6.16,3.86,4351
1.01,Very Good,E,SI2,60.4,60.0,6.48,6.57,3.94,4352
1.34,Very Good,H,SI2,61.1,63.0,7.08,7.01,4.3,4352
1.18,Very Good,J,SI2,62.2,58.0,6.74,6.79,4.21,4353
1.02,Very Good,J,VS2,63.9,57.9,6.28,6.33,4.03,4354
1.01,Very Good,E,SI2,61.8,56.0,6.42,6.5,3.99,4355
1.01,Very Good,E,SI2,62.4,58.0,6.36,6.42,3.99,4355
1.01,Very Good,E,SI2,59.6,61.0,6.56,6.59,3.92,4355
1.01,Very Good,E,SI2,62.8,57.0,6.35,6.38,4.0,4355
1.01,Very Good,F,SI2,63.4,56.0,6.4,6.34,4.04,4355
1.1,Very Good,I,SI1,62.7,58.0,6.54,6.58,4.11,4356
0.9,Very Good,G,VS1,62.4,55.0,6.11,6.17,3.83,4358
1.1,Very Good,D,SI2,58.6,63.0,6.76,6.69,3.94,4361
0.7,Very Good,D,VVS1,63.4,59.0,5.63,5.64,3.57,4362
1.08,Very Good,G,SI2,60.3,58.0,6.65,6.72,4.03,4362
0.71,Very Good,D,VVS2,61.0,56.0,5.75,5.79,3.52,4363
1.01,Very Good,E,SI2,63.5,55.0,6.32,6.38,4.03,4363
1.04,Very Good,F,SI2,62.4,54.0,6.46,6.53,4.05,4364
0.9,Very Good,G,VS2,62.5,58.0,6.1,6.15,3.83,4369
1.01,Very Good,H,SI1,62.6,58.0,6.34,6.44,4.0,4369
0.91,Very Good,H,VS1,62.1,59.0,6.17,6.2,3.84,4370
1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,4370
1.09,Very Good,J,VS2,62.3,59.0,6.56,6.63,4.11,4372
1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372
1.0,Very Good,F,SI2,61.3,61.0,6.36,6.39,3.91,4372
1.0,Very Good,F,SI2,61.6,61.0,6.33,6.36,3.91,4372
1.0,Very Good,F,SI2,61.1,61.0,6.35,6.38,3.89,4372
1.12,Very Good,H,SI2,62.5,58.0,6.58,6.63,4.13,4373
1.02,Very Good,F,SI2,60.0,57.0,6.53,6.57,3.93,4373
1.03,Very Good,G,SI2,62.2,56.0,6.46,6.49,4.03,4374
1.04,Very Good,G,SI2,62.6,58.0,6.42,6.49,4.04,4375
1.01,Very Good,I,SI1,60.0,62.0,6.41,6.53,3.88,4375
1.0,Very Good,H,SI2,62.0,57.0,6.4,6.34,3.95,4379
0.9,Very Good,F,SI1,61.4,58.0,6.18,6.23,3.81,4379
0.9,Very Good,H,VS2,63.0,57.0,6.09,6.13,3.85,4381
0.9,Very Good,D,SI1,61.0,63.0,6.1,6.13,3.73,4381
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4381
0.9,Very Good,D,SI1,61.5,58.0,6.15,6.21,3.8,4381
0.9,Very Good,D,SI1,62.6,58.0,6.11,6.15,3.84,4381
0.9,Very Good,D,SI1,62.7,56.0,6.12,6.16,3.85,4381
0.9,Very Good,D,SI1,61.2,60.0,6.14,6.19,3.77,4381
0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,4382
1.0,Very Good,F,SI2,62.2,55.0,6.39,6.44,3.99,4383
1.01,Very Good,F,SI2,62.3,59.0,6.31,6.37,3.95,4384
1.13,Very Good,J,SI1,63.5,59.0,6.62,6.55,4.18,4385
0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,4386
1.0,Very Good,H,SI1,62.2,60.0,6.34,6.45,3.98,4389
0.91,Very Good,D,SI1,63.5,56.0,6.13,6.18,3.91,4389
1.0,Very Good,E,SI2,63.3,55.0,6.29,6.25,3.97,4390
1.13,Very Good,J,SI1,62.9,57.7,6.6,6.64,4.16,4391
1.0,Very Good,E,SI2,62.5,55.0,6.38,6.41,4.0,4392
1.0,Very Good,H,SI2,63.7,58.0,6.31,6.35,4.03,4395
0.9,Very Good,F,VS2,59.6,59.0,6.27,6.31,3.75,4397
1.02,Very Good,E,SI2,60.5,58.0,6.54,6.58,3.97,4398
1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,4398
1.02,Very Good,E,SI2,62.9,56.0,6.36,6.43,4.02,4398
1.02,Very Good,E,SI2,63.0,57.0,6.39,6.44,4.04,4398
1.02,Very Good,E,SI2,59.6,59.0,6.54,6.59,3.91,4398
1.05,Very Good,E,SI2,62.9,57.0,6.47,6.51,4.08,4398
0.77,Very Good,F,VVS1,60.2,58.0,5.93,5.97,3.58,4399
1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,4399
0.9,Very Good,G,VS2,63.8,58.0,6.08,6.12,3.89,4400
0.9,Very Good,G,VS2,58.8,61.0,6.28,6.3,3.7,4400
0.9,Very Good,F,VS2,63.4,58.0,6.07,6.11,3.86,4400
