carat,cut,color,clarity,depth,table,x,y,z,price
1.01,Premium,G,SI1,60.0,59.0,6.51,6.47,3.89,4118
1.07,Premium,H,SI2,62.2,59.0,6.47,6.53,4.04,4119
1.11,Premium,I,SI2,61.5,58.0,6.61,6.65,4.08,4120
1.11,Premium,I,SI2,61.8,58.0,6.61,6.66,4.1,4120
1.09,Premium,I,SI2,61.3,55.0,6.66,6.62,4.07,4120
1.01,Premium,F,SI2,60.6,60.0,6.46,6.5,3.93,4121
0.91,Premium,D,SI2,62.2,59.0,6.19,6.23,3.86,4123
0.91,Premium,D,SI2,61.1,60.0,6.24,6.29,3.83,4123
1.04,Premium,D,SI2,60.9,57.0,6.54,6.49,3.97,4123
1.08,Premium,G,SI2,63.0,54.0,6.58,6.54,4.13,4124
1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,4126
0.91,Premium,H,VS2,62.8,58.0,6.17,6.15,3.87,4128
0.91,Premium,H,VS2,61.9,59.0,6.23,6.18,3.84,4128
0.91,Premium,H,VS2,61.0,59.0,6.32,6.27,3.84,4128
0.91,Premium,H,VS2,59.9,62.0,6.33,6.26,3.77,4128
1.01,Premium,I,SI1,59.9,59.0,6.46,6.42,3.86,4129
1.2,Premium,I,VS2,61.3,60.0,6.79,6.75,4.15,4131
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,4132
0.9,Premium,D,SI2,61.2,62.0,6.22,6.07,3.76,4133
1.23,Premium,I,SI1,60.3,60.0,6.95,6.88,4.17,4133
0.9,Premium,E,SI2,61.7,57.0,6.23,6.21,3.84,4133
1.11,Premium,F,SI2,62.5,59.0,6.59,6.53,4.1,4134
0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4137
0.9,Premium,G,VS2,60.8,56.0,6.19,6.14,3.75,4137
0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,4137
0.9,Premium,G,VS2,62.8,58.0,6.14,6.09,3.84,4137
1.01,Premium,F,SI2,62.8,57.0,6.31,6.24,3.94,4137
0.91,Premium,E,SI1,60.5,61.0,6.23,6.19,3.76,4138
0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,4138
0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78,4138
1.01,Premium,G,SI1,62.3,59.0,6.37,6.34,3.96,4138
0.91,Premium,E,SI1,62.6,58.0,6.17,6.14,3.85,4138
1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,4139
0.93,Premium,D,SI2,62.6,57.0,6.26,6.2,3.9,4140
0.93,Premium,D,SI2,60.6,59.0,6.34,6.3,3.83,4140
1.5,Premium,G,I1,60.4,55.0,7.4,7.32,4.45,4140
1.04,Premium,I,SI2,61.3,59.0,6.5,6.46,3.97,4141
0.95,Premium,E,SI2,60.7,59.0,6.3,6.36,3.84,4142
1.0,Premium,F,SI1,59.0,59.0,6.55,6.5,3.85,4144
1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0,4144
1.0,Premium,H,SI1,61.7,59.0,6.41,6.36,3.94,4144
1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,4144
1.05,Premium,J,VS2,61.1,58.0,6.56,6.51,3.99,4145
0.92,Premium,D,SI2,62.5,55.0,6.21,6.18,3.87,4150
0.95,Premium,G,SI1,62.6,58.0,6.26,6.21,3.9,4150
1.0,Premium,H,SI1,61.8,59.0,6.4,6.35,3.94,4150
0.76,Premium,F,IF,60.6,60.0,5.89,5.85,3.56,4150
1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4151
0.9,Premium,G,VS2,61.1,58.0,6.22,6.25,3.81,4152
1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01,4153
1.03,Premium,J,SI1,61.7,54.0,6.56,6.5,4.03,4153
1.01,Premium,G,SI2,60.1,59.0,6.45,6.39,3.86,4154
0.92,Premium,H,VS1,61.0,62.0,6.32,6.26,3.84,4155
0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,4155
0.9,Premium,H,VS2,61.3,59.0,6.19,6.24,3.81,4155
1.06,Premium,F,SI1,61.9,59.0,6.57,6.52,4.05,4155
1.0,Premium,I,VS2,62.6,59.0,6.33,6.28,3.95,4155
1.0,Premium,F,SI2,62.9,59.0,6.39,6.3,3.99,4155
1.0,Premium,F,SI2,62.6,58.0,6.37,6.31,3.97,4155
1.0,Premium,F,SI2,62.8,57.0,6.44,6.37,4.02,4155
1.06,Premium,D,SI2,60.9,60.0,6.55,6.52,3.98,4155
1.0,Premium,F,SI2,62.4,61.0,6.34,6.32,3.95,4155
1.0,Premium,F,SI2,59.4,62.0,6.4,6.37,3.79,4155
1.06,Premium,I,SI1,62.9,60.0,6.47,6.43,4.06,4155
1.16,Premium,H,SI2,58.8,61.0,6.93,6.84,4.05,4157
0.9,Premium,F,SI1,61.2,59.0,6.19,6.16,3.78,4158
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4158
1.04,Premium,G,SI2,60.3,62.0,6.56,6.5,3.94,4158
0.9,Premium,E,SI1,62.9,58.0,6.16,6.11,3.86,4158
0.9,Premium,F,SI1,63.0,60.0,6.13,6.09,3.85,4158
0.9,Premium,F,SI1,59.9,59.0,6.29,6.26,3.76,4158
0.94,Premium,G,SI1,61.3,61.0,6.33,6.27,3.86,4159
1.03,Premium,G,SI2,59.3,58.0,6.58,6.63,3.92,4160
1.32,Premium,J,SI2,61.2,59.0,7.08,7.04,4.32,4160
1.02,Premium,F,SI2,59.9,59.0,6.56,6.59,3.94,4162
0.33,Premium,G,VS2,61.4,60.0,4.41,4.45,2.72,579
0.33,Premium,G,VS2,61.9,59.0,4.4,4.46,2.74,579
0.33,Premium,I,VVS2,61.0,58.0,4.42,4.46,2.71,579
0.33,Premium,I,VVS2,61.0,59.0,4.41,4.44,2.7,579
0.33,Premium,G,VS2,62.6,58.0,4.41,4.44,2.77,579
0.33,Premium,I,VVS2,61.4,58.0,4.45,4.48,2.74,579
0.33,Premium,G,VS2,60.8,58.0,4.45,4.47,2.71,579
0.33,Premium,E,SI1,62.2,59.0,4.41,4.43,2.75,579
0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,579
1.04,Premium,E,SI2,61.6,59.0,6.55,6.57,4.04,4164
0.91,Premium,D,SI1,61.5,59.0,6.25,6.18,3.82,4165
1.01,Premium,I,SI1,61.8,59.0,6.37,6.44,3.96,4166
1.01,Premium,H,SI2,61.6,59.0,6.39,6.44,3.95,4166
1.17,Premium,F,SI2,59.9,59.0,6.86,6.82,4.1,4167
0.92,Premium,D,SI2,62.4,58.0,6.18,6.19,3.86,4168
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,4168
1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,4170
0.95,Premium,F,SI2,62.4,59.0,6.26,6.21,3.89,4171
0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,4172
1.0,Premium,G,SI2,59.4,62.0,6.5,6.47,3.85,4172
1.08,Premium,J,SI1,61.0,60.0,6.62,6.57,4.02,4173
1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,4177
1.11,Premium,E,SI2,61.6,61.0,6.66,6.61,4.09,4177
1.2,Premium,J,SI2,61.8,56.0,6.85,6.81,4.22,4177
0.91,Premium,D,SI1,59.3,58.0,6.38,6.33,3.77,4179
0.9,Premium,D,SI1,61.8,59.0,6.13,6.11,3.78,4181
0.93,Premium,F,SI1,61.1,59.0,6.32,6.29,3.85,4182
0.9,Premium,G,VS2,60.9,58.0,6.34,6.19,3.79,4183
0.9,Premium,F,SI1,62.0,55.0,6.2,6.16,3.83,4183
0.92,Premium,E,SI1,59.4,62.0,6.3,6.24,3.73,4183
1.01,Premium,I,SI1,61.8,58.0,6.45,6.37,3.96,4185
1.15,Premium,F,SI2,61.8,54.0,6.78,6.75,4.18,4186
0.87,Premium,D,SI1,62.1,58.0,6.08,6.13,3.79,4189
1.0,Premium,G,SI1,60.0,62.0,6.48,6.45,3.88,4189
1.01,Premium,H,SI1,60.3,59.0,6.45,6.42,3.88,4191
0.9,Premium,H,VS2,61.7,59.0,6.19,6.13,3.8,4191
1.01,Premium,H,SI1,61.9,59.0,6.35,6.32,3.92,4191
1.01,Premium,H,SI1,61.2,59.0,6.45,6.4,3.93,4191
1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
1.01,Premium,H,SI1,58.2,62.0,6.54,6.48,3.78,4191
0.8,Premium,G,IF,62.6,58.0,5.93,5.89,3.7,4193
0.92,Premium,F,SI1,62.2,59.0,6.21,6.14,3.84,4194
1.07,Premium,H,SI2,62.2,59.0,6.53,6.47,4.04,4194
0.9,Premium,G,VS2,61.3,59.0,6.21,6.15,3.79,4194
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4196
1.11,Premium,I,SI2,61.8,58.0,6.66,6.61,4.1,4196
1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,4197
1.18,Premium,J,SI2,61.3,60.0,6.78,6.83,4.17,4197
1.01,Premium,F,SI2,61.0,60.0,6.48,6.44,3.94,4197
1.01,Premium,F,SI2,62.7,56.0,6.4,6.35,4.0,4197
1.01,Premium,F,SI2,58.8,62.0,6.49,6.46,3.81,4197
1.19,Premium,J,SI2,58.4,60.0,6.98,6.92,4.06,4198
1.05,Premium,G,SI2,61.8,60.0,6.49,6.46,4.0,4198
1.03,Premium,I,VS1,60.1,59.0,6.53,6.46,3.9,4199
1.04,Premium,G,SI2,61.2,58.0,6.5,6.57,4.0,4200
1.0,Premium,I,SI1,60.5,59.0,6.54,6.49,3.94,4200
1.0,Premium,H,SI2,62.7,58.0,6.33,6.31,3.96,4200
1.0,Premium,F,SI2,62.5,59.0,6.4,6.28,3.96,4200
1.0,Premium,E,SI2,61.0,62.0,6.41,6.34,3.89,4200
1.0,Premium,E,SI2,62.8,59.0,6.34,6.3,3.97,4200
1.25,Premium,J,SI1,62.0,61.0,6.86,6.84,4.25,4200
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,4200
1.07,Premium,G,SI2,59.8,60.0,6.65,6.7,3.99,4201
1.1,Premium,E,SI2,60.0,60.0,6.7,6.73,4.03,4201
0.91,Premium,H,VS2,61.9,59.0,6.18,6.23,3.84,4201
1.0,Premium,E,SI2,58.5,61.0,6.52,6.48,3.8,4202
1.2,Premium,D,SI2,60.2,60.0,6.94,6.81,4.14,4203
0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,4204
0.91,Premium,F,SI1,62.1,56.0,6.24,6.2,3.86,4204
1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97,4206
1.02,Premium,H,SI2,60.9,59.0,6.46,6.51,3.95,4207
1.02,Premium,H,SI2,59.8,59.0,6.5,6.54,3.9,4207
0.81,Premium,D,VS1,62.3,58.0,6.0,5.94,3.72,4209
0.9,Premium,E,SI1,61.3,60.0,6.19,6.14,3.78,4209
0.9,Premium,E,SI1,60.3,56.0,6.29,6.21,3.77,4209
0.9,Premium,E,SI1,61.9,58.0,6.17,6.1,3.8,4209
0.91,Premium,E,SI1,62.6,58.0,6.14,6.17,3.85,4211
1.18,Premium,D,SI2,61.8,58.0,6.83,6.7,4.19,4211
1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,4212
1.13,Premium,J,SI1,61.3,59.0,6.77,6.67,4.12,4214
1.12,Premium,E,SI2,63.0,61.0,6.66,6.61,4.18,4215
1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4222
0.76,Premium,F,IF,60.6,60.0,5.85,5.89,3.56,4223
0.33,Premium,H,VS1,61.0,59.0,4.45,4.5,2.73,579
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,579
0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68,579
0.33,Premium,E,SI1,60.9,58.0,4.46,4.5,2.73,579
0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,579
0.33,Premium,I,VVS2,61.5,58.0,4.43,4.45,2.73,579
0.33,Premium,E,SI1,61.1,58.0,4.43,4.47,2.72,579
0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,579
1.07,Premium,J,VS2,62.8,57.0,6.54,6.49,4.09,4224
1.02,Premium,F,SI2,62.7,59.0,6.45,6.38,4.02,4227
1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,4227
1.02,Premium,I,SI1,62.7,58.0,6.44,6.41,4.03,4227
0.91,Premium,D,SI1,62.8,57.0,6.17,6.12,3.86,4228
0.93,Premium,E,SI1,61.4,57.0,6.34,6.23,3.86,4229
0.8,Premium,E,VVS2,62.9,59.0,5.95,5.88,3.72,4229
0.9,Premium,F,VS2,62.7,54.0,6.13,6.11,3.84,4229
0.94,Premium,F,SI2,62.2,59.0,6.27,6.23,3.89,4230
0.9,Premium,F,SI1,59.9,59.0,6.26,6.29,3.76,4232
1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
0.9,Premium,H,VS1,62.7,60.0,6.12,6.07,3.82,4234
1.0,Premium,F,SI1,63.0,60.0,6.34,6.24,3.97,4234
0.9,Premium,H,VS1,62.4,58.0,6.19,6.15,3.85,4234
1.05,Premium,H,SI2,63.0,59.0,6.48,6.44,4.07,4234
0.9,Premium,H,VS1,62.9,58.0,6.12,6.06,3.83,4234
0.9,Premium,H,VS1,62.1,59.0,6.14,6.09,3.8,4234
0.9,Premium,F,VS2,58.7,59.0,6.34,6.3,3.71,4234
0.9,Premium,H,VS1,60.2,58.0,6.32,6.28,3.79,4234
1.0,Premium,F,SI1,60.8,59.0,6.44,6.38,3.9,4234
1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11,4234
1.0,Premium,F,SI1,62.1,60.0,6.29,6.23,3.88,4234
0.71,Premium,D,VVS1,59.2,59.0,5.88,5.84,3.47,4234
1.2,Premium,J,SI2,61.1,59.0,6.81,6.78,4.15,4234
1.0,Premium,F,SI1,60.8,59.0,6.45,6.41,3.91,4234
1.07,Premium,H,SI1,58.9,59.0,6.76,6.71,3.97,4235
1.02,Premium,F,SI2,60.2,61.0,6.52,6.48,3.91,4238
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4238
1.06,Premium,G,SI2,61.1,62.0,6.61,6.55,4.02,4238
1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,4238
1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4238
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4238
1.02,Premium,F,SI2,59.9,59.0,6.59,6.56,3.94,4238
1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9,4238
1.04,Premium,I,VS1,61.4,57.0,6.52,6.47,3.99,4240
1.04,Premium,E,SI2,61.6,59.0,6.57,6.55,4.04,4240
1.04,Premium,E,SI2,61.0,60.0,6.57,6.52,3.99,4240
1.05,Premium,G,SI2,61.3,58.0,6.55,6.6,4.03,4241
0.91,Premium,G,VS2,59.5,58.0,6.34,6.26,3.75,4241
1.01,Premium,I,SI1,62.9,58.0,6.37,6.34,4.0,4242
1.01,Premium,I,SI1,61.8,59.0,6.44,6.37,3.96,4242
1.01,Premium,H,SI2,61.9,60.0,6.43,6.4,3.97,4242
1.01,Premium,H,SI2,61.1,59.0,6.54,6.46,3.97,4242
1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,4242
1.01,Premium,G,SI2,59.1,59.0,6.55,6.51,3.86,4242
1.01,Premium,H,SI2,58.8,58.0,6.62,6.57,3.88,4242
1.01,Premium,H,SI2,61.6,59.0,6.44,6.39,3.95,4242
1.01,Premium,H,SI2,61.5,60.0,6.4,6.34,3.92,4242
1.01,Premium,H,SI2,59.9,59.0,6.55,6.48,3.9,4242
0.84,Premium,F,VVS2,60.4,62.0,6.15,6.1,3.7,4243
0.9,Premium,H,VS2,60.4,59.0,6.27,6.24,3.78,4246
1.03,Premium,I,SI1,62.0,58.0,6.43,6.47,4.0,4248
1.01,Premium,G,SI2,62.5,60.0,6.34,6.39,3.98,4249
1.15,Premium,E,SI2,62.5,58.0,6.65,6.72,4.18,4250
1.12,Premium,H,SI2,62.4,58.0,6.63,6.58,4.12,4250
0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,4250
0.9,Premium,G,VS2,62.1,59.0,6.15,6.09,3.8,4252
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4252
1.0,Premium,F,SI2,61.5,58.0,6.38,6.41,3.93,4255
1.13,Premium,H,SI1,62.6,60.0,6.68,6.62,4.16,4256
0.91,Premium,E,SI1,62.1,58.0,6.18,6.15,3.83,4256
1.0,Premium,G,SI1,61.8,59.0,6.43,6.38,3.96,4256
1.01,Premium,F,SI2,61.8,56.0,6.43,6.38,3.96,4257
0.92,Premium,E,SI1,60.9,59.0,6.25,6.27,3.81,4258
1.17,Premium,F,SI2,62.5,57.0,6.8,6.71,4.22,4259
0.9,Premium,G,VS2,60.8,61.0,6.22,6.12,3.75,4259
0.9,Premium,E,SI1,62.2,59.0,6.21,6.16,3.88,4259
0.9,Premium,G,VS2,62.1,59.0,6.2,6.14,3.83,4259
1.01,Premium,G,SI1,59.2,59.0,6.52,6.58,3.88,4260
0.94,Premium,H,VS2,62.5,58.0,6.26,6.18,3.89,4264
1.11,Premium,J,VS2,62.6,59.0,6.6,6.56,4.12,4265
0.9,Premium,H,VS2,61.7,59.0,6.13,6.19,3.8,4266
0.8,Premium,G,IF,62.6,58.0,5.89,5.93,3.7,4268
1.21,Premium,J,VS2,62.4,58.0,6.83,6.79,4.25,4268
1.01,Premium,G,SI2,60.1,59.0,6.45,6.39,3.86,4269
0.9,Premium,G,VS2,61.7,59.0,6.14,6.22,3.81,4269
1.1,Premium,I,SI2,62.6,59.0,6.57,6.53,4.1,4269
1.21,Premium,J,SI1,62.6,58.0,6.74,6.71,4.21,4269
1.01,Premium,G,SI2,60.1,60.0,6.48,6.44,3.88,4270
1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,4270
1.13,Premium,I,SI2,59.9,57.0,6.8,6.76,4.06,4271
1.09,Premium,I,SI1,61.7,59.0,6.59,6.53,4.05,4273
1.02,Premium,G,SI1,61.4,55.0,6.51,6.48,3.99,4273
1.18,Premium,J,SI2,61.3,60.0,6.83,6.78,4.17,4274
1.03,Premium,H,SI1,62.4,58.0,6.5,6.42,4.03,4274
0.92,Premium,D,SI1,62.3,58.0,6.27,6.21,3.89,4274
1.03,Premium,H,SI1,63.0,59.0,6.43,6.4,4.04,4274
0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274
1.2,Premium,F,SI2,62.7,60.0,6.73,6.67,4.21,4274
1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4276
1.12,Premium,E,SI2,62.4,58.0,6.59,6.64,4.13,4277
1.04,Premium,G,SI2,60.9,58.0,6.58,6.52,3.99,4277
1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,4277
0.33,Premium,H,VS1,59.2,58.0,4.5,4.55,2.68,579
0.26,Premium,F,VS1,59.5,58.0,4.22,4.18,2.5,580
0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
0.26,Premium,E,VS2,62.1,56.0,4.13,4.11,2.56,580
0.26,Premium,E,VS2,60.4,58.0,4.19,4.15,2.52,580
0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,580
0.32,Premium,E,VS2,59.3,58.0,4.45,4.49,2.65,580
0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,581
1.07,Premium,G,SI2,58.5,61.0,6.71,6.59,3.89,4278
1.07,Premium,G,SI2,59.9,59.0,6.67,6.61,3.98,4278
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,4278
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,4278
1.07,Premium,G,SI2,59.8,60.0,6.7,6.65,3.99,4278
1.11,Premium,F,SI2,62.1,58.0,6.63,6.51,4.1,4283
1.07,Premium,E,SI2,60.5,59.0,6.59,6.67,4.01,4284
0.81,Premium,D,VS1,62.3,58.0,5.94,6.0,3.72,4284
1.0,Premium,G,SI2,61.8,60.0,6.37,6.34,3.93,4284
1.02,Premium,I,SI1,62.7,55.0,6.48,6.41,4.04,4284
1.02,Premium,H,SI2,62.5,54.0,6.44,6.4,4.01,4284
1.02,Premium,I,SI1,58.0,58.0,6.84,6.6,3.9,4284
1.02,Premium,H,SI2,60.9,59.0,6.51,6.46,3.95,4284
1.02,Premium,H,SI2,59.8,59.0,6.54,6.5,3.9,4284
1.02,Premium,F,SI2,60.0,60.0,6.57,6.53,3.93,4284
0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
1.04,Premium,I,SI1,61.8,60.0,6.47,6.51,4.01,4290
1.02,Premium,G,SI2,62.5,59.0,6.37,6.42,4.0,4291
1.29,Premium,I,SI2,61.1,62.0,7.0,6.94,4.26,4291
0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293
1.13,Premium,H,SI2,62.3,59.0,6.68,6.65,4.15,4294
1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4295
1.0,Premium,D,SI2,60.8,60.0,6.45,6.41,3.91,4295
0.93,Premium,F,SI1,62.3,58.0,6.22,6.18,3.86,4297
1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96,4299
1.2,Premium,H,SI2,60.8,59.0,6.8,6.75,4.12,4301
1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
0.9,Premium,D,SI1,61.2,60.0,6.19,6.14,3.77,4304
0.9,Premium,D,SI1,62.7,56.0,6.16,6.12,3.85,4304
0.9,Premium,D,SI1,61.5,58.0,6.21,6.15,3.8,4304
0.9,Premium,D,SI1,59.4,62.0,6.24,6.19,3.69,4304
0.9,Premium,D,SI1,62.7,58.0,6.15,6.09,3.84,4304
0.9,Premium,D,SI1,62.6,58.0,6.15,6.11,3.84,4304
0.98,Premium,F,SI2,61.8,58.0,6.37,6.32,3.92,4308
1.01,Premium,E,SI2,58.6,58.0,6.66,6.62,3.89,4308
0.9,Premium,H,VS1,62.4,58.0,6.15,6.19,3.85,4309
0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,4309
1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
1.1,Premium,I,SI1,60.4,61.0,6.73,6.69,4.05,4312
1.0,Premium,H,VVS2,61.9,61.0,6.36,6.31,3.92,4312
0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83,4313
1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99,4314
1.11,Premium,J,VS2,59.9,60.0,6.78,6.71,4.04,4315
1.04,Premium,H,SI1,62.1,56.0,6.48,6.41,4.01,4316
1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,4317
1.08,Premium,G,SI2,60.7,60.0,6.64,6.61,4.02,4318
1.08,Premium,G,SI2,59.8,57.0,6.72,6.66,4.0,4318
1.05,Premium,G,SI2,62.5,60.0,6.5,6.45,4.05,4318
1.05,Premium,G,SI2,61.3,58.0,6.6,6.55,4.03,4318
1.05,Premium,G,SI2,61.6,60.0,6.56,6.49,4.02,4318
1.02,Premium,F,SI2,60.3,59.0,6.53,6.5,3.93,4318
0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67,4318
1.0,Premium,G,SI2,61.8,58.0,6.39,6.43,3.96,4319
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4319
1.16,Premium,G,SI2,62.0,59.0,6.74,6.62,4.14,4320
1.01,Premium,H,SI1,62.7,59.0,6.33,6.27,3.95,4320
1.01,Premium,H,SI1,60.6,61.0,6.39,6.35,3.86,4320
0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78,4321
1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4321
1.12,Premium,I,VS2,62.4,58.0,6.63,6.59,4.13,4321
1.09,Premium,G,SI1,62.5,59.0,6.56,6.53,4.09,4322
1.09,Premium,G,SI1,61.8,59.0,6.59,6.53,4.06,4322
1.17,Premium,F,SI2,59.6,60.0,6.88,6.85,4.09,4324
1.03,Premium,I,SI1,62.0,58.0,6.47,6.43,4.0,4326
1.16,Premium,J,SI1,62.2,58.0,6.75,6.68,4.18,4326
1.16,Premium,I,SI2,62.1,58.0,6.78,6.71,4.19,4326
1.01,Premium,G,SI2,62.4,59.0,6.39,6.34,3.97,4327
1.01,Premium,G,SI2,62.0,58.0,6.41,6.37,3.96,4327
1.01,Premium,G,SI2,62.7,58.0,6.44,6.38,4.02,4327
1.01,Premium,G,SI2,60.5,58.0,6.55,6.47,3.94,4327
1.01,Premium,G,SI2,61.9,59.0,6.46,6.39,3.98,4327
1.01,Premium,G,SI2,60.1,59.0,6.55,6.46,3.91,4327
1.01,Premium,G,SI2,60.4,59.0,6.57,6.52,3.95,4327
1.01,Premium,G,SI2,62.5,60.0,6.39,6.34,3.98,4327
1.01,Premium,G,SI2,61.0,58.0,6.48,6.43,3.94,4327
1.01,Premium,G,SI2,60.1,61.0,6.6,6.55,3.95,4327
1.15,Premium,E,SI2,62.5,58.0,6.72,6.65,4.18,4328
1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16,4328
1.03,Premium,E,SI2,61.4,58.0,6.49,6.45,3.97,4328
1.04,Premium,D,SI2,58.2,59.0,6.67,6.62,3.87,4330
1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,4330
1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4331
1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,4332
0.91,Premium,E,SI1,62.1,58.0,6.15,6.18,3.83,4332
1.0,Premium,F,SI2,62.9,56.0,6.42,6.36,4.02,4333
1.0,Premium,F,SI2,59.9,61.0,6.46,6.42,3.86,4333
1.0,Premium,F,SI2,61.6,62.0,6.37,6.3,3.9,4333
0.9,Premium,E,VS2,62.9,58.0,6.15,6.12,3.86,4334
0.9,Premium,E,SI1,63.0,59.0,6.13,6.1,3.85,4334
0.38,Premium,I,SI1,60.5,58.0,4.67,4.72,2.84,581
0.39,Premium,J,VS2,61.3,60.0,4.65,4.68,2.86,581
0.37,Premium,J,VS2,61.1,60.0,4.63,4.6,2.82,583
0.37,Premium,J,VS2,60.7,60.0,4.68,4.65,2.83,583
1.21,Premium,I,SI2,59.9,61.0,6.89,6.85,4.11,4337
1.01,Premium,D,SI2,60.8,61.0,6.5,6.45,3.94,4338
1.01,Premium,G,SI1,59.2,59.0,6.58,6.52,3.88,4338
1.23,Premium,J,VS2,58.0,61.0,7.07,7.03,4.09,4338
1.01,Premium,G,SI1,62.6,60.0,6.39,6.35,3.99,4338
1.01,Premium,D,SI2,61.8,57.0,6.47,6.42,3.98,4338
1.01,Premium,G,SI1,63.0,59.0,6.32,6.27,3.96,4338
1.01,Premium,D,SI2,62.6,60.0,6.4,6.37,4.0,4338
1.01,Premium,G,SI1,62.8,59.0,6.33,6.29,3.96,4338
1.0,Premium,F,SI2,61.5,60.0,6.35,6.33,3.9,4340
1.25,Premium,I,SI2,60.1,60.0,6.99,6.95,4.19,4340
1.25,Premium,G,SI2,61.1,58.0,6.96,6.91,4.24,4340
1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96,4341
0.95,Premium,D,SI2,60.1,61.0,6.37,6.35,3.82,4341
1.52,Premium,G,I1,62.3,60.0,7.34,7.28,4.56,4345
1.15,Premium,J,SI1,62.3,55.0,6.76,6.66,4.18,4347
